date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:07	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Jan%202013%2014:45:06%20GMT	http://wbpreview.com/previews/WB02793H5	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5.0.delayed	(from )
15:45:08	18870/18870	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:54%20GMT	http://wbpreview.com/previews/WB02793H5/	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/index.html	(from )
15:45:08	46/46	---MC-	200	added ('OK')	text/plain	date:Sun,%2014%20Oct%202012%2008:40:13%20GMT	http://wbpreview.com/robots.txt		(from )
15:45:08	4431/4431	---MC-	200	added ('OK')	text/css	date:Tue,%2024%20Jul%202012%2015:31:57%20GMT	http://wbpreview.com/previews/WB02793H5/css/real_estate.css	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/real_estate.css	(from )
15:45:09	18870/18870	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:54%20GMT	http://wbpreview.com/previews/WB02793H5/index.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/index-2.html	(from )
15:45:09	4765/4765	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202012%2015:32:02%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/Home-green-48.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/Home-green-48.png	(from )
15:45:09	29877/29877	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:54%20GMT	http://wbpreview.com/previews/WB02793H5/listings.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/listings.html	(from )
15:45:10	23549/23549	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/map_properties.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/map_properties.html	(from )
15:45:10	9937/9937	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/compare.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/compare.html	(from )
15:45:10	16894/16894	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:54%20GMT	http://wbpreview.com/previews/WB02793H5/property.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/property.html	(from )
15:45:10	15868/15868	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/typography.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/typography.html	(from )
15:45:11	10021/10021	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/terms.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/terms.html	(from )
15:45:11	8937/8937	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/contact.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/contact.html	(from )
15:45:11	9375/9375	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20Jul%202012%2015:31:55%20GMT	http://wbpreview.com/previews/WB02793H5/about.html	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/about.html	(from )
15:45:12	29549/29549	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:03%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/carousel_1.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/carousel_1.jpg	(from )
